Price,Street,Area,City,Type,Bedrooms,Bathrooms,Size(Sq. Ft.),Parking Space,Balcony or Terrace,Double Glazed Windows,Maintenance Staff,View,Pet Policy,Lobby in Building,Family or Bachelor,Rent Year
18000,Taltola, Khilgaon, Dhaka,Apartment,3,3,1120,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
6500,West Rampura, Rampura, Dhaka,Room,1,1,500,No,No,No,No,West,No,No,No,2018
12500,West Rampura, Rampura, Dhaka,Apartment,2,2,800,No,Yes,Yes,No,North,No,No,Yes,2018
13800,Faydabad, Dakshin Khan, Dhaka,Apartment,2,2,1200,Yes,Yes,Yes,No,North,No,No,Yes,2018
8000,Mir Hajirbag, Jatra Bari, Dhaka,Apartment,2,1,700,No,Yes,No,No,South,No,No,Yes,2016
95000,Block D, Lalmatia, Dhaka,Apartment,4,4,3000,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2016
16000,Ahmed Nagar, Mirpur, Dhaka,Apartment,3,3,1250,Yes,Yes,Yes,Yes,West,No,No,Yes,2016
8000,Mir Hajirbag, Jatra Bari, Dhaka,Apartment,2,2,700,No,Yes,No,No,North,No,No,Yes,2018
13800,Faydabad, Dakshin Khan, Dhaka,Apartment,2,2,1200,Yes,Yes,Yes,No,South,No,No,Yes,2017
12000,Section 13, Mirpur, Dhaka,Apartment,2,2,1000,No,Yes,Yes,No,South,No,No,Yes,2017
7500,Mir Hajirbag New Road, Jatra Bari, Dhaka,Room,2,1,600,No,No,No,No,North,No,No,Yes,2016
15000,Mir Hajirbag New Road, Jatra Bari, Dhaka,Apartment,3,2,900,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
12500,Mir Hajirbag New Road, Jatra Bari, Dhaka,Apartment,2,2,800,No,Yes,Yes,No,South,No,No,Yes,2018
18000,Block E, Banasree, Dhaka,Apartment,2,2,1000,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
12000,Uttar Badda, Badda, Dhaka,Apartment,2,2,950,No,Yes,Yes,No,West,No,No,Yes,2017
16000,Block E, Banasree, Dhaka,Apartment,2,2,1000,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
18000,Girls School Road, Kalabagan, Dhaka,Apartment,2,2,800,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
32000,Block F, Bashundhara R/A, Dhaka,Apartment,3,4,2000,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2016
17000,Block E, Lalmatia, Dhaka,Apartment,3,1,1200,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
25000,Block G, Lalmatia, Dhaka,Apartment,3,2,1500,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
28000,Chowdhuripara, Khilgaon, Dhaka,Apartment,3,3,1250,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2017
11000,Section 2, Mirpur, Dhaka,Room,1,1,600,No,No,Yes,No,South,No,No,Yes,2018
45000,Block D, Lalmatia, Dhaka,Apartment,3,3,1730,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2018
40000,Vatara, Badda, Dhaka,Apartment,3,3,1900,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2016
10000,Section 12, Mirpur, Dhaka,Room,2,2,650,No,Yes,Yes,No,South,No,No,Yes,2017
17000,Section 13, Mirpur, Dhaka,Apartment,3,2,1050,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
15000,Taltola, Khilgaon, Dhaka,Apartment,2,2,850,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
16000,Section 1, Mirpur, Dhaka,Apartment,3,3,1400,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
9000,Green Road, Kalabagan, Dhaka,Room,1,1,550,No,No,No,No,North,No,No,No,2018
14000,Block D, Banasree, Dhaka,Apartment,3,2,1100,Yes,Yes,Yes,No,West,No,No,Yes,2016
15000,Block E, Banasree, Dhaka,Apartment,3,3,1080,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
12000,Section 2, Mirpur, Dhaka,Room,2,2,650,No,Yes,Yes,No,West,No,No,Yes,2017
17000,Bashir Uddin Road, Kalabagan, Dhaka,Apartment,2,2,800,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
28000,Peer Saheber Goli, Shantinagar, Dhaka,Apartment,3,3,1450,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2016
35000,Sector 4, Uttara, Dhaka,Apartment,4,3,2040,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2018
27000,Peer Saheber Goli, Shantinagar, Dhaka,Apartment,3,3,1300,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2018
10500,Section 12, Mirpur, Dhaka,Apartment,2,2,700,No,Yes,Yes,No,South,No,No,Yes,2016
25000,Sector 4, Uttara, Dhaka,Apartment,3,3,1250,Yes,Yes,Yes,Yes,West,No,No,Yes,2016
24000,Sector 4, Uttara, Dhaka,Apartment,3,3,1515,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
19000,Sector 9, Uttara, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
24000,Sector 4, Uttara, Dhaka,Apartment,3,3,1500,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
17000,Section 11, Mirpur, Dhaka,Apartment,3,2,1100,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
7000,Taltola, Khilgaon, Dhaka,Room,1,1,400,No,No,No,No,South,No,No,No,2017
18000,Sector 9, Uttara, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
10000,Section 1, Mirpur, Dhaka,Apartment,2,1,700,No,Yes,Yes,No,South,No,No,Yes,2016
12000,Block B, Banasree, Dhaka,Apartment,2,2,900,No,Yes,Yes,No,West,No,No,Yes,2016
7000,Uttar Khan Mazar Road, Dakshin Khan, Dhaka,Apartment,2,1,700,No,Yes,No,No,West,No,No,Yes,2018
16000,Taltola, Khilgaon, Dhaka,Apartment,2,2,1098,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
11500,Block C, Banasree, Dhaka,Apartment,2,1,800,No,Yes,Yes,No,North,No,No,Yes,2016
12000,Taltola, Khilgaon, Dhaka,Apartment,1,2,750,No,Yes,Yes,No,South,No,No,Yes,2016
18000,Section 1, Mirpur, Dhaka,Apartment,3,3,1400,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
21000,Section 12, Mirpur, Dhaka,Apartment,3,3,1250,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
9500,Mir Hajirbag New Road, Jatra Bari, Dhaka,Apartment,2,1,700,No,Yes,Yes,No,North,No,No,Yes,2016
80000,Block J, Baridhara, Dhaka,Apartment,4,5,2500,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2017
10000,Section 6, Mirpur, Dhaka,Room,2,2,650,No,Yes,Yes,No,West,No,No,Yes,2018
8500,Section 6, Mirpur, Dhaka,Room,2,1,650,No,Yes,No,No,West,No,No,Yes,2017
13000,Block D, Banasree, Dhaka,Apartment,1,1,800,No,Yes,Yes,No,South,No,No,Yes,2016
35000,Block F, Bashundhara R/A, Dhaka,Apartment,3,4,2000,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2017
14000,Section 2, Mirpur, Dhaka,Room,2,2,650,Yes,Yes,Yes,No,North,No,No,Yes,2016
16000,Taltola, Khilgaon, Dhaka,Apartment,2,2,950,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
15000,Taltola, Khilgaon, Dhaka,Apartment,2,2,950,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
17000,Boro Maghbazar, Maghbazar, Dhaka,Apartment,3,2,1150,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
22000,Sector 9, Uttara, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
18000,Bashir Uddin Road, Kalabagan, Dhaka,Apartment,2,2,800,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
30500,Block J, Baridhara, Dhaka,Apartment,3,3,1156,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2018
96000,Block J, Baridhara, Dhaka,Apartment,4,4,2400,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2018
45500,Block J, Baridhara, Dhaka,Apartment,3,3,1850,Yes,Yes,Yes,Yes,West,Yes,Yes,Yes,2017
25000,Sector 9, Uttara, Dhaka,Apartment,3,3,1000,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
16000,Sector 4, Uttara, Dhaka,Apartment,2,1,1000,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
25000,Section 2, Mirpur, Dhaka,Apartment,3,2,1150,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
30000,Sector 4, Uttara, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2017
25000,Sector 9, Uttara, Dhaka,Apartment,3,4,1600,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
30000,Bashir Uddin Road, Kalabagan, Dhaka,Apartment,3,3,1400,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2017
15000,Taltola, Khilgaon, Dhaka,Apartment,2,2,750,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
7500,Section 6, Mirpur, Dhaka,Room,2,2,650,No,Yes,No,No,North,No,No,Yes,2018
45000,Bashir Uddin Road, Kalabagan, Dhaka,Apartment,3,4,1900,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2017
8000,Section 6, Mirpur, Dhaka,Room,2,2,650,No,Yes,No,No,South,No,No,Yes,2017
44000,Block J, Baridhara, Dhaka,Apartment,3,3,1500,Yes,Yes,Yes,Yes,West,Yes,Yes,Yes,2016
20000,Block A, Banasree, Dhaka,Apartment,3,2,1100,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
12000,Section 2, Mirpur, Dhaka,Room,2,2,650,No,Yes,Yes,No,South,No,No,Yes,2016
9500,Section 2, Mirpur, Dhaka,Room,1,1,600,No,No,Yes,No,North,No,No,Yes,2018
25000,Sector 9, Uttara, Dhaka,Apartment,3,3,1450,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
11000,Section 12, Mirpur, Dhaka,Room,2,2,650,No,Yes,Yes,No,North,No,No,Yes,2016
30000,Sector 4, Uttara, Dhaka,Apartment,3,3,1400,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2016
40000,Block J, Baridhara, Dhaka,Apartment,3,3,2100,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2018
7500,Arjatpara Road, Tejgaon, Dhaka,Room,1,1,360,No,No,No,No,North,No,No,No,2017
7500,Shahinbag, Tejgaon, Dhaka,Room,1,1,350,No,No,No,No,North,No,No,No,2018
15000,East Kafrul Road, Kafrul, Dhaka,Apartment,2,2,800,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
90000,Gulshan 1, Gulshan, Dhaka,Apartment,3,3,2150,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2016
60000,Road 14, Adabor, Dhaka,Apartment,4,4,2500,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2017
20000,Road 14, Adabor, Dhaka,Apartment,3,3,1250,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
14000,Sector 9, Uttara, Dhaka,Apartment,2,2,800,Yes,Yes,Yes,No,South,No,No,Yes,2017
10500,Section 1, Mirpur, Dhaka,Room,2,2,650,No,Yes,Yes,No,North,No,No,Yes,2016
17000,Block E, Lalmatia, Dhaka,Room,2,1,600,Yes,No,Yes,Yes,West,No,No,Yes,2017
20000,Boro Maghbazar, Maghbazar, Dhaka,Apartment,2,2,950,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
19500,Road 14, Adabor, Dhaka,Apartment,4,4,1630,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
10000,Mir Hajirbag New Road, Jatra Bari, Dhaka,Apartment,2,1,700,No,Yes,Yes,No,North,No,No,Yes,2016
44000,Road 5, Baridhara, Dhaka,Apartment,3,3,2000,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2018
23000,North Kafrul Rd, Kafrul, Dhaka,Apartment,4,4,1300,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
50000,Block J, Baridhara, Dhaka,Apartment,3,3,2000,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2018
55000,Block J, Baridhara, Dhaka,Apartment,3,3,1916,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2017
55000,Block D, Bashundhara R/A, Dhaka,Apartment,3,4,2450,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2017
33000,Block F, Bashundhara R/A, Dhaka,Apartment,3,4,2000,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2018
18000,Arjatpara, Tejgaon, Dhaka,Apartment,2,2,800,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
35000,Petrol Pump Road, Kakrail, Dhaka,Apartment,3,4,1750,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2016
30000,Shantinagar Road, Shantinagar, Dhaka,Apartment,3,3,1400,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2016
30000,Shantinagar Road, Shantinagar, Dhaka,Apartment,3,3,1290,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2018
35000,Block F, Bashundhara R/A, Dhaka,Apartment,3,4,2000,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2017
13000,Section 12, Mirpur, Dhaka,Apartment,3,2,1000,No,Yes,Yes,No,West,No,No,Yes,2017
9000,Shahinbag, Tejgaon, Dhaka,Room,2,1,500,No,No,No,No,South,No,No,No,2016
14000,Section 12, Mirpur, Dhaka,Apartment,3,2,1000,Yes,Yes,Yes,No,North,No,No,Yes,2017
16000,Shahinbag, Tejgaon, Dhaka,Room,2,1,550,Yes,No,Yes,Yes,North,No,No,Yes,2016
30000,Chamilibag, Shantinagar, Dhaka,Apartment,3,3,1350,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2016
10000,East Kazipara, Mirpur, Dhaka,Room,2,1,650,No,Yes,Yes,No,West,No,No,Yes,2016
14000,East Kafrul Road, Kafrul, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,No,South,No,No,Yes,2018
85000,Gulshan 1, Gulshan, Dhaka,Apartment,3,3,2150,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2018
12000,Section 12, Mirpur, Dhaka,Apartment,2,2,700,No,Yes,Yes,No,South,No,No,Yes,2017
18000,Bagan Bari, Cantonment, Dhaka,Apartment,3,3,1220,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
12000,Baitul Aman Housing Society, Adabor, Dhaka,Apartment,2,2,850,No,Yes,Yes,No,South,No,No,Yes,2016
14000,Block D, Banasree, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,No,West,No,No,Yes,2016
50000,Sector 4, Uttara, Dhaka,Apartment,3,3,1250,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2017
26000,Block F, Bashundhara R/A, Dhaka,Apartment,3,3,1350,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2017
28000,Block F, Bashundhara R/A, Dhaka,Apartment,3,3,1350,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2017
10000,Baitul Aman Housing Society, Adabor, Dhaka,Room,2,1,500,No,No,Yes,No,West,No,No,Yes,2017
75000,Gulshan 1, Gulshan, Dhaka,Apartment,4,4,3100,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2016
28000,Green Road, Kathalbagan, Dhaka,Apartment,3,3,1350,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2016
32000,Mirpur Road, New Market, Dhaka,Apartment,3,3,1385,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2016
9000,Section 6, Mirpur, Dhaka,Room,2,1,600,No,No,No,No,West,No,No,Yes,2018
10000,Section 12, Mirpur, Dhaka,Room,2,2,650,No,Yes,Yes,No,North,No,No,Yes,2016
20000,Block E, Lalmatia, Dhaka,Apartment,3,1,850,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
7500,Section 1, Mirpur, Dhaka,Room,1,1,500,No,No,No,No,South,No,No,No,2018
6000,Section 7, Mirpur, Dhaka,Room,1,1,250,No,No,No,No,West,No,No,No,2016
32000,Block E, Lalmatia, Dhaka,Apartment,3,3,1350,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2018
11500,Mir Hajirbag New Road, Jatra Bari, Dhaka,Apartment,3,2,800,No,Yes,Yes,No,West,No,No,Yes,2018
12500,Bibir Bagicha, Jatra Bari, Dhaka,Apartment,3,1,800,No,Yes,Yes,No,North,No,No,Yes,2018
12500,Bibir Bagicha, Jatra Bari, Dhaka,Apartment,3,1,700,No,Yes,Yes,No,South,No,No,Yes,2018
8000,Bibir Bagicha, Jatra Bari, Dhaka,Apartment,2,1,700,No,Yes,No,No,South,No,No,Yes,2016
12000,Bibir Bagicha, Jatra Bari, Dhaka,Apartment,3,1,700,No,Yes,Yes,No,North,No,No,Yes,2016
12000,Uttar Badda, Badda, Dhaka,Apartment,3,3,1100,No,Yes,Yes,No,North,No,No,Yes,2016
5500,Nayatola, Maghbazar, Dhaka,Room,1,1,500,No,No,No,No,North,No,No,No,2018
30000,Sector 9, Uttara, Dhaka,Apartment,3,2,1260,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2018
6500,Nayatola, Maghbazar, Dhaka,Room,1,1,600,No,No,No,No,South,No,No,Yes,2016
15000,Road 14, Adabor, Dhaka,Apartment,3,3,1500,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
16000,Taltola, Khilgaon, Dhaka,Apartment,3,2,1050,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
22000,Taltola, Khilgaon, Dhaka,Apartment,3,3,1265,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
12000,Bibir Bagicha, Jatra Bari, Dhaka,Apartment,3,1,800,No,Yes,Yes,No,North,No,No,Yes,2018
20000,Uttar Badda, Badda, Dhaka,Apartment,3,3,1100,Yes,Yes,Yes,Yes,West,No,No,Yes,2016
12500,Mir Hajirbag New Road, Jatra Bari, Dhaka,Apartment,3,2,800,No,Yes,Yes,No,West,No,No,Yes,2018
25000,Lake Circus Road, Kalabagan, Dhaka,Apartment,2,2,1050,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
13000,Section 1, Mirpur, Dhaka,Apartment,3,2,700,No,Yes,Yes,No,West,No,No,Yes,2016
30000,Lake Circus Road, Kalabagan, Dhaka,Apartment,3,3,1350,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2017
14000,Uttar Badda, Badda, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,No,North,No,No,Yes,2018
30000,Lake Circus Road, Kalabagan, Dhaka,Apartment,3,3,1536,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2018
22000,East Kafrul Road, Kafrul, Dhaka,Apartment,3,3,1150,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
35000,Lake Circus Road, Kalabagan, Dhaka,Apartment,3,3,1450,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2017
32000,Lake Circus Road, Kalabagan, Dhaka,Apartment,3,3,1400,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2017
24000,Lake Circus Road, Kalabagan, Dhaka,Apartment,2,2,1000,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
21000,Bagan Bari, Cantonment, Dhaka,Apartment,3,3,1130,Yes,Yes,Yes,Yes,South,No,No,Yes,2018
28000,Lake Circus Road, Kalabagan, Dhaka,Apartment,3,3,1350,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2016
25000,East Kafrul Road, Kafrul, Dhaka,Apartment,4,3,1300,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
32000,Green Road, Hatirpool, Dhaka,Apartment,3,3,1400,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2017
18000,Paikpara, Mirpur, Dhaka,Apartment,3,2,1150,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
28000,Free School Street, Kathalbagan, Dhaka,Apartment,3,3,1350,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2017
21000,Block D, Banasree, Dhaka,Apartment,3,3,1250,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
18000,East Kafrul Road, Kafrul, Dhaka,Apartment,3,3,1150,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
15000,Baitul Aman Housing Society, Adabor, Dhaka,Apartment,3,2,1000,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
11500,Uttar Badda, Badda, Dhaka,Apartment,2,2,720,No,Yes,Yes,No,North,No,No,Yes,2017
15000,Abdul Latif Sardar Lane, Maghbazar, Dhaka,Room,2,1,600,Yes,No,Yes,Yes,South,No,No,Yes,2018
8500,Bibir Bagicha, Jatra Bari, Dhaka,Apartment,2,1,700,No,Yes,No,No,West,No,No,Yes,2018
16000,East Kafrul Road, Kafrul, Dhaka,Apartment,3,2,1050,Yes,Yes,Yes,Yes,West,No,No,Yes,2016
35000,East Kafrul Road, Kafrul, Dhaka,Apartment,3,4,1700,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2017
14000,East Kafrul Road, Kafrul, Dhaka,Apartment,2,1,700,Yes,Yes,Yes,No,North,No,No,Yes,2017
90000,Gulshan 1, Gulshan, Dhaka,Apartment,3,3,2420,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2018
7500,Uttar Badda, Badda, Dhaka,Room,1,1,600,No,No,No,No,West,No,No,Yes,2017
75000,Block J, Baridhara, Dhaka,Apartment,4,5,1820,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2016
150000,Gulshan 1, Gulshan, Dhaka,Apartment,4,4,3250,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2017
16000,Road 14, Adabor, Dhaka,Apartment,3,2,1121,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
35000,Lake Circus Road, Kalabagan, Dhaka,Apartment,3,3,1500,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2018
7500,Uttar Badda, Badda, Dhaka,Room,2,1,650,No,Yes,No,No,West,No,No,Yes,2016
34000,Lake Circus Road, Kalabagan, Dhaka,Apartment,3,3,1480,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2018
12000,Baitul Aman Housing Society, Adabor, Dhaka,Apartment,2,2,702,No,Yes,Yes,No,North,No,No,Yes,2018
95000,Gulshan 1, Gulshan, Dhaka,Apartment,3,3,2700,Yes,Yes,Yes,Yes,North,Yes,Yes,Yes,2017
15000,Baitul Aman Housing Society, Adabor, Dhaka,Apartment,3,3,1200,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
12000,Road 16, Adabor, Dhaka,Apartment,2,2,750,No,Yes,Yes,No,North,No,No,Yes,2016
15000,Baitul Aman Housing Society, Adabor, Dhaka,Apartment,2,2,1200,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
20000,Ahmed Nagar, Mirpur, Dhaka,Apartment,3,4,1350,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
12000,Section 6, Mirpur, Dhaka,Room,2,2,650,No,Yes,Yes,No,North,No,No,Yes,2018
17000,Road 16, Adabor, Dhaka,Apartment,3,3,1300,Yes,Yes,Yes,Yes,North,No,No,Yes,2018
36000,Sector 4, Uttara, Dhaka,Apartment,3,4,1800,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2016
30000,Sector 4, Uttara, Dhaka,Apartment,3,4,1495,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2017
50000,Block A, Banasree, Dhaka,Apartment,5,4,2000,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2016
15500,Shahjadpur, Badda, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
30000,Chowdhuripara, Khilgaon, Dhaka,Apartment,3,3,1260,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2018
21000,Uttar Badda, Badda, Dhaka,Apartment,3,3,1100,Yes,Yes,Yes,Yes,North,No,No,Yes,2017
45000,Block F, Bashundhara R/A, Dhaka,Apartment,4,5,2500,Yes,Yes,Yes,Yes,South,Yes,Yes,Yes,2018
27000,Lake Circus Road, Kalabagan, Dhaka,Apartment,3,3,1450,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2016
19000,Sector 9, Uttara, Dhaka,Apartment,3,2,950,Yes,Yes,Yes,Yes,West,No,No,Yes,2018
11000,Badda, Badda, Dhaka,Apartment,2,2,800,No,Yes,Yes,No,North,No,No,Yes,2017
13000,Baitul Aman Housing Society, Adabor, Dhaka,Apartment,2,2,900,No,Yes,Yes,No,North,No,No,Yes,2016
30000,Sector 9, Uttara, Dhaka,Apartment,3,4,1600,Yes,Yes,Yes,Yes,North,No,Yes,Yes,2018
40000,Block A, Lalmatia, Dhaka,Apartment,3,4,1500,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2016
26000,Sector 9, Uttara, Dhaka,Apartment,3,4,1600,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2017
25500,Block J, Baridhara, Dhaka,Apartment,3,3,1400,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2018
20000,Old Elephant Road, Maghbazar, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
19000,Section 12, Mirpur, Dhaka,Apartment,3,3,1320,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
10000,Paikpara, Mirpur, Dhaka,Apartment,2,2,1050,No,Yes,Yes,No,South,No,No,Yes,2017
15000,Baitul Aman Housing Society, Adabor, Dhaka,Apartment,2,2,800,Yes,Yes,Yes,Yes,South,No,No,Yes,2016
10000,Block C, Banasree, Dhaka,Apartment,2,1,900,No,Yes,Yes,No,North,No,No,Yes,2016
35000,Mirpur Road, New Market, Dhaka,Apartment,3,3,1450,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2016
7000,Chowdhuripara, Khilgaon, Dhaka,Room,1,1,400,No,No,No,No,West,No,No,No,2017
32000,Mirpur Road, New Market, Dhaka,Apartment,3,3,1400,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2017
66000,Block J, Baridhara, Dhaka,Apartment,4,4,2700,Yes,Yes,Yes,Yes,West,Yes,Yes,Yes,2017
16000,Abdul Latif Sardar Lane, Maghbazar, Dhaka,Apartment,2,2,700,Yes,Yes,Yes,Yes,West,No,No,Yes,2016
30000,Free School Street, Kathalbagan, Dhaka,Apartment,3,3,1400,Yes,Yes,Yes,Yes,South,No,Yes,Yes,2017
23000,Sector 14, Uttara, Dhaka,Apartment,3,3,1600,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2018
18000,Sector 14, Uttara, Dhaka,Apartment,2,2,900,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
9500,Sector 14, Uttara, Dhaka,Room,1,1,600,No,No,Yes,No,North,No,No,Yes,2017
35000,Chowdhuripara, Khilgaon, Dhaka,Apartment,3,3,1450,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2017
18000,Block B, Banasree, Dhaka,Apartment,3,3,1500,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
20000,North Kafrul Rd, Kafrul, Dhaka,Apartment,3,3,1250,Yes,Yes,Yes,Yes,South,No,No,Yes,2017
15500,Chowdhuripara, Khilgaon, Dhaka,Apartment,2,2,1050,Yes,Yes,Yes,Yes,West,No,No,Yes,2017
16500,Baitul Aman Housing Society, Adabor, Dhaka,Apartment,4,3,1560,Yes,Yes,Yes,Yes,North,No,No,Yes,2016
8500,Sector 14, Uttara, Dhaka,Room,1,1,600,No,No,No,No,North,No,No,Yes,2018
28000,Sector 4, Uttara, Dhaka,Apartment,3,4,1200,Yes,Yes,Yes,Yes,West,No,Yes,Yes,2018
11000,Ahmed Nagar, Mirpur, Dhaka,Apartment,2,2,1200,No,Yes,Yes,No,South,No,No,Yes,2016
